component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_var_xcorr_coelution_l,metaValue_var_xcorr_coelution_u,metaValue_var_xcorr_coelution_weighted_l,metaValue_var_xcorr_coelution_weighted_u,metaValue_var_xcorr_shape_l,metaValue_var_xcorr_shape_u,metaValue_var_xcorr_shape_weighted_l,metaValue_var_xcorr_shape_weighted_u
2mcit.2mcit_2.Light,2mcit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udp.udp_1.Heavy,udp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udp.udp_1.Light,udp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udp.udp_2.Light,udp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
acon-C.acon-C_1.Heavy,acon-C,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
acon-C.acon-C_1.Light,acon-C,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
acon-C.acon-C_2.Light,acon-C,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadp.nadp_1.Heavy,nadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadp.nadp_1.Light,nadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadp.nadp_2.Light,nadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pep.pep_1.Heavy,pep,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pep.pep_1.Light,pep,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pep.pep_2.Light,pep,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dadp.dadp_1.Heavy,dadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dadp.dadp_1.Light,dadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dadp.dadp_2.Light,dadp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cit.cit_1.Heavy,cit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cit.cit_1.Light,cit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cit.cit_2.Light,cit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
Pool_cit_icit.Pool_cit_icit_1.Heavy,Pool_cit_icit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
icit.icit_1.Heavy,icit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
icit.icit_1.Light,icit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
icit.icit_2.Light,icit,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fad.fad_1.Heavy,fad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fad.fad_1.Light,fad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fad.fad_2.Light,fad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fdp.fdp_1.Heavy,fdp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fdp.fdp_1.Light,fdp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fdp.fdp_2.Light,fdp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpglcur.udpglcur_1.Heavy,udpglcur,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpglcur.udpglcur_1.Light,udpglcur,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpglcur.udpglcur_2.Light,udpglcur,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dgtp.dgtp_1.Heavy,dgtp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dgtp.dgtp_1.Light,dgtp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ctp.ctp_1.Heavy,ctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ctp.ctp_1.Light,ctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ctp.ctp_2.Light,ctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dctp.dctp_1.Heavy,dctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dctp.dctp_1.Light,dctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dctp.dctp_2.Light,dctp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ditp.ditp_1.Heavy,ditp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ditp.ditp_1.Light,ditp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ditp.ditp_2.Light,ditp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dutp.dutp_1.Heavy,dutp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dutp.dutp_1.Light,dutp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dutp.dutp_2.Light,dutp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
itp.itp_1.Heavy,itp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
itp.itp_1.Light,itp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
itp.itp_2.Light,itp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
utp.utp_1.Heavy,utp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
utp.utp_1.Light,utp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
utp.utp_2.Light,utp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
23dpg.23dpg_1.Heavy,23dpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
23dpg.23dpg_1.Light,23dpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
23dpg.23dpg_2.Light,23dpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
atp.atp_1.Heavy,atp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
atp.atp_1.Light,atp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
atp.atp_2.Light,atp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
datp.datp_1.Heavy,datp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
datp.datp_1.Light,datp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
datp.datp_2.Light,datp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dttp.dttp_1.Heavy,dttp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dttp.dttp_1.Light,dttp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dttp.dttp_2.Light,dttp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gtp.gtp_1.Heavy,gtp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gtp.gtp_1.Light,gtp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gtp.gtp_2.Light,gtp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadph.nadph_1.Heavy,nadph,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadph.nadph_1.Light,nadph,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nadph.nadph_2.Light,nadph,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
prpp.prpp_1.Heavy,prpp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
prpp.prpp_1.Light,prpp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
prpp.prpp_2.Light,prpp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
phpyr.phpyr_1.Heavy,phpyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
phpyr.phpyr_1.Light,phpyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
phpyr.phpyr_2.Light,phpyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
coa.coa_1.Heavy,coa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
coa.coa_1.Light,coa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
accoa.accoa_1.Heavy,accoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
accoa.accoa_1.Light,accoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
malcoa.malcoa_1.Heavy,malcoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
malcoa.malcoa_1.Light,malcoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
succoa.succoa_1.Heavy,succoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
succoa.succoa_1.Light,succoa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
